date,Close,returns
2024-08-12,102.08863084456044,0.02088630844560427
2024-08-13,101.57908112445324,-0.004991248446489994
2024-08-14,101.68003467795381,0.000993841964143013
2024-08-15,102.23827793620357,0.005490195395958094
2024-08-16,101.33172332051437,-0.008867076343508863
2024-08-19,101.39503405125313,0.0006247868748713775
2024-08-20,101.45478770323128,0.0005893153697048236
2024-08-21,99.37935839211752,-0.02045669167614505
2024-08-22,100.65259640313808,0.012811896067961919
2024-08-23,101.43828877814236,0.007805982191034593
2024-08-26,100.73784241295176,-0.006905147687601116
2024-08-27,100.59090829796892,-0.0014585791343486544
2024-08-28,101.26120511910187,0.0066635924903610195
2024-08-29,101.00437865535837,-0.002536276982299764
2024-08-30,100.77075664422581,-0.0023129889440705593
2024-09-02,99.07388825753131,-0.01683889694988949
2024-09-03,99.79266572468826,0.007254963742702654
2024-09-04,100.00089019337486,0.002086570863444461
2024-09-05,100.3902455678717,0.003893519085119563
2024-09-06,98.6115016437749,-0.017718294382438084
2024-09-09,100.62400424849092,0.020408396294237706
2024-09-10,100.87073696594547,0.0024520264254762965
2024-09-11,100.462646311466,-0.004045679319436658
2024-09-12,102.96907547750982,0.02494886664913334
2024-09-13,102.97477663238419,5.536764167224687e-05
2024-09-16,101.24396171824391,-0.0168081443897589
2024-09-17,100.81238561348981,-0.004262734265132241
2024-09-18,98.10458699127616,-0.02685978122366067
2024-09-19,99.39885712423161,0.013192758592119056
2024-09-20,98.96173158311635,-0.0043976918222402225
2024-09-23,98.13929603029752,-0.008310642302454813
2024-09-24,99.46119717263177,0.013469641578905945
2024-09-25,97.5502584339976,-0.019212907072870065
2024-09-26,98.23556385405111,0.0070251522759130925
2024-09-27,95.86091776580444,-0.02417297763745411
2024-09-30,95.15673189237202,-0.0073459120760017045
2024-10-01,93.83875043166096,-0.013850638147196791
2024-10-02,95.54133327415107,0.01814370752656229
2024-10-03,97.62355445476372,0.021793930535152006
2024-10-04,97.29622609126018,-0.0033529650229567817
2024-10-07,98.33620588623538,0.010688798905722429
2024-10-08,98.18281745204384,-0.001559836815028204
2024-10-09,98.91101414153489,0.007416742647935783
2024-10-10,98.0767940630416,-0.008434046357057577
2024-10-11,96.1250589528534,-0.019900070438004673
2024-10-14,94.102858410095,-0.021037183901756892
2024-10-15,94.59195446157807,0.0051974622210901435
2024-10-16,97.19996254085407,0.027571140633692395
2024-10-17,97.57252412309983,0.0038329395660946443
2024-10-18,97.01682367499473,-0.005695255432810228
2024-10-21,99.30100973116119,0.023544226347983286
2024-10-22,99.64336209278558,0.0034476221596463213
2024-10-23,99.82443478984472,0.001817207822539385
2024-10-24,100.18689060702631,0.0036309328266638102
2024-10-25,100.0878532236526,-0.0009885263708021659
2024-10-28,99.77620806495015,-0.003113716087066565
2024-10-29,98.11797122955595,-0.01661956159242665
2024-10-30,98.76746210772963,0.0066194894781724896
2024-10-31,98.71439381647347,-0.00053730540527873
2024-11-01,100.18691949590524,0.014917031068128129
2024-11-04,99.80362221311894,-0.003825821621374156
2024-11-05,97.58035295658293,-0.022276438542365617
2024-11-06,97.52226068093452,-0.000595327582738374
2024-11-07,99.56968666882669,0.02099444756096017
2024-11-08,99.1713006382855,-0.004001077475178151
2024-11-11,98.17182427119651,-0.010078282332248993
2024-11-12,96.82460220843782,-0.013723103067098197
2024-11-13,95.66268744922834,-0.01200020173290448
2024-11-14,95.37547698628512,-0.0030023248416019568
2024-11-15,94.08220601249067,-0.013559785121498464
2024-11-18,95.82946963777036,0.018571669387171003
2024-11-19,95.56194990226443,-0.0027916228329045653
2024-11-20,95.7438788750107,0.0019037804579367622
2024-11-21,97.45375676793233,0.01785887424880508
2024-11-22,99.27027747119433,0.01863982224500293
2024-11-25,99.07642290971981,-0.0019527956042107303
2024-11-26,99.53055857669197,0.004583690585861978
2024-11-27,100.46816818997955,0.009420319012528317
2024-11-28,100.2959390729722,-0.0017142655241973652
2024-11-29,98.21618701116053,-0.020736154235502104
2024-12-02,99.04674909735336,0.008456468444437322
2024-12-03,100.16916940689417,0.011332227657846392
2024-12-04,100.7287175296658,0.0055860313715761275
2024-12-05,99.67282513395843,-0.010482535880558612
2024-12-06,99.49816567678498,-0.0017523277476955857
2024-12-09,98.85249841642198,-0.0064892378263576396
2024-12-10,98.55628346011184,-0.0029965348479339296
2024-12-11,100.149211446223,0.016162622312720077
2024-12-12,102.04753530263307,0.01895495560071787
2024-12-13,102.92851354450502,0.008633018320915934
2024-12-16,103.66804888655474,0.007184941437339954
2024-12-17,104.57198740189476,0.008719547874670629
2024-12-18,104.61936831693293,0.00045309376072268266
2024-12-19,104.5871495753777,-0.00030796153784479544
2024-12-20,103.8044463054489,-0.007483742248512887
2024-12-23,103.79713749660483,-7.040940060088678e-05
2024-12-24,106.67432811637342,0.02771936383951514
2024-12-25,107.85078295190151,0.011028471951045908
2024-12-26,107.47272235561951,-0.0035054042811223573
2024-12-27,106.92857508434932,-0.005063119825602257
2024-12-30,105.88346803370058,-0.00977387989902895
2024-12-31,106.42267368603125,0.005092444196850907
2025-01-01,106.9865593651164,0.005298548322030967
2025-01-02,105.19801585080168,-0.01671745988401126
2025-01-03,105.87507263377098,0.006436022366900427
2025-01-06,105.21508266130247,-0.006233667246221965
2025-01-07,107.0795627240765,0.01772065387978603
2025-01-08,107.3453478840023,0.0024821278044502046
2025-01-09,109.62243904975169,0.021212760595922822
2025-01-10,109.0855607960191,-0.004897521514632112
2025-01-13,108.7740335535412,-0.0028558063982493755
2025-01-14,109.23063433890658,0.004197700227238798
2025-01-15,110.6802755500719,0.013271379589974463
2025-01-16,111.49826807264485,0.00739058986352887
2025-01-17,109.9147376332673,-0.014202287324730755
2025-01-20,110.22192826741838,0.002794808419377201
2025-01-21,110.31748372008776,0.0008669368624867257
2025-01-22,109.81566899930685,-0.004548823122671904
2025-01-23,109.02749300485485,-0.007177263514708321
2025-01-24,111.37931708352009,0.021570926872183732
2025-01-27,110.92437291745794,-0.004084637776338763
2025-01-28,109.86492628448741,-0.009551071645533694
2025-01-29,110.77080149320018,0.008245353993749285
2025-01-30,111.01089451671332,0.0021674757271470378
2025-01-31,110.97650707203866,-0.000309766395671014
